IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
57.129.137.243,57.129.137.243,443,1.52,GB,LHR,146.19,151.87
57.128.183.245,57.128.183.245,443,1.51,GB,LHR,157.92,159.94
57.129.137.212,57.129.137.212,8443,1.51,GB,LHR,151.31,162.71
57.129.137.219,57.129.137.219,443,1.51,GB,LHR,148.78,150.79
57.129.137.58,57.129.137.58,443,1.51,GB,LHR,154.26,159.82
57.128.183.214,57.128.183.214,8443,1.5,GB,LHR,156.52,164.78
132.145.29.208,132.145.29.208,443,1.5,GB,LHR,144.12,154.05
57.129.137.84,57.129.137.84,443,1.5,GB,LHR,150.41,157.85
57.129.137.238,57.129.137.238,443,1.49,GB,LHR,147.96,156.46
213.1.145.50,213.1.145.4,443,1.49,GB,LHR,171.16,224.46
57.129.137.87,57.129.137.87,8443,1.49,GB,LHR,152.13,183.37
57.128.183.90,57.128.183.90,8443,1.47,GB,LHR,153.47,176.92
57.128.178.183,57.128.178.183,443,1.47,GB,LHR,155.71,182.58
57.129.137.226,57.129.137.226,443,1.46,GB,LHR,151.93,173.72
57.129.137.215,57.129.137.215,443,1.45,GB,LHR,144.86,156.49
57.128.177.235,57.128.177.235,8443,1.45,GB,LHR,147.51,157.86
57.129.137.70,57.129.137.70,443,1.45,GB,LHR,150.64,161.82
57.129.137.54,57.129.137.54,8443,1.45,GB,LHR,140.6,155.53
57.128.177.172,57.128.177.172,443,1.43,GB,LHR,151.97,160.47
37.157.242.6,37.157.242.6,443,1.42,GB,LHR,158.68,159.99
57.128.183.3,57.128.183.3,8443,1.41,GB,LHR,151.17,195.38
57.128.180.238,57.128.180.238,8443,1.41,GB,LHR,146.44,157.07
57.129.137.94,57.129.137.94,443,1.4,GB,LHR,151.79,180.26
57.128.181.219,57.128.181.219,443,1.4,GB,LHR,155.05,164.69
57.129.137.60,57.129.137.60,8443,1.39,GB,LHR,157.1,171.71
57.128.182.76,57.128.182.76,8443,1.38,GB,LHR,152.17,158.49
91.108.190.5,91.108.190.5,443,1.38,GB,ARN,194.88,244.83
57.128.183.143,57.128.183.143,8443,1.38,GB,LHR,153.83,165.52
57.128.181.24,57.128.181.24,443,1.37,GB,LHR,153.84,169.8
57.129.137.200,57.129.137.200,443,1.37,GB,LHR,168.77,150.74
89.169.34.99,2a0b:4140:9568::2,443,1.37,GB,FRA,194.14,261.18
87.117.247.29,87.117.247.27,443,1.35,GB,LHR,147.01,180.79
57.128.177.206,57.128.177.206,443,1.34,GB,LHR,147.99,155.06
57.128.177.235,57.128.177.235,443,1.33,GB,LHR,155.73,168.93
57.128.182.21,57.128.182.21,8443,1.31,GB,LHR,152.71,170.18
57.129.137.214,57.129.137.214,443,1.31,GB,LHR,151.41,158.97
57.128.183.13,57.128.183.13,8443,1.29,GB,LHR,151.51,160.86
57.128.180.238,57.128.180.238,443,1.28,GB,LHR,149.28,157.99
57.128.180.98,57.128.180.98,443,1.27,GB,LHR,152.88,159.4
57.129.137.196,57.129.137.196,443,1.27,GB,LHR,150.36,157.13
57.129.137.210,57.129.137.210,443,1.27,GB,LHR,150.68,149.89
57.129.137.226,57.129.137.226,8443,1.26,GB,LHR,150.21,165.36
57.128.183.137,57.128.183.137,443,1.26,GB,LHR,149.29,152.69
57.129.137.203,57.129.137.203,8443,1.26,GB,LHR,153.68,159.49
57.129.137.201,57.129.137.201,443,1.24,GB,LHR,150.82,165.71
57.129.137.68,57.129.137.68,443,1.24,GB,LHR,152.42,172.83
57.128.180.80,57.128.180.80,443,1.24,GB,LHR,148.33,157.4
57.128.183.143,57.128.183.143,443,1.22,GB,LHR,153.05,165.95
57.129.137.201,57.129.137.201,8443,1.21,GB,LHR,159.49,187.94
57.129.137.223,57.129.137.223,443,1.21,GB,LHR,152.83,160.1
57.129.137.245,57.129.137.245,8443,1.21,GB,LHR,147.21,162.49
57.129.137.73,57.129.137.73,8443,1.21,GB,LHR,146.66,153.47
57.128.181.26,57.128.181.26,443,1.2,GB,LHR,151.94,160.9
84.8.145.58,84.8.145.58,443,1.2,GB,LHR,142.75,146.8
57.129.137.215,57.129.137.215,8443,1.19,GB,LHR,171.58,157.12
57.129.137.196,57.129.137.196,8443,1.17,GB,LHR,148.89,164.92
57.128.183.137,57.128.183.137,8443,1.17,GB,LHR,152.36,158.29
57.128.177.172,57.128.177.172,8443,1.16,GB,LHR,151.23,165.55
91.186.219.191,2a0b:4140:6365::2,443,1.15,GB,TLL,186.95,243.69
57.129.137.84,57.129.137.84,8443,1.14,GB,LHR,154.6,161.64
57.129.137.90,57.129.137.90,443,1.12,GB,LHR,149.38,157.03
57.129.137.245,57.129.137.245,443,1.1,GB,LHR,142.28,149.06
57.129.137.90,57.129.137.90,8443,1.1,GB,LHR,147.08,160.01
57.129.137.219,57.129.137.219,8443,1.1,GB,LHR,150.09,154.77
85.192.42.55,2a12:5940:5708::2,443,1.08,GB,FRA,176.04,195.86
79.72.91.32,79.72.91.32,443,1.08,GB,LHR,144.34,157.41
57.129.137.68,57.129.137.68,8443,1.06,GB,LHR,151.67,160.77
140.235.74.26,140.235.74.26,443,1.05,GB,LHR,160.74,167.16
46.101.29.160,46.101.29.160,443,1.05,GB,LHR,146.79,164.06
57.128.178.79,57.128.178.79,443,1.02,GB,LHR,150.07,157.96
8.223.63.150,47.83.111.176,443,7.48,HK,HKG,143.38,165.5
43.168.16.112,43.175.120.116,443,4.69,HK,HKG,164.81,177.88
213.159.70.18,213.159.70.18,443,4.39,HK,HKG,140.0,149.22
213.159.70.18,213.159.70.18,8443,3.6,HK,HKG,135.6,148.02
103.219.194.43,103.219.194.43,443,3.31,HK,HKG,256.94,272.19
159.138.138.87,159.138.138.87,443,3.13,HK,HKG,197.15,174.05
47.239.4.246,47.239.4.246,443,2.73,HK,HKG,140.81,159.28
8.223.63.189,47.83.111.172,443,2.7,HK,HKG,142.47,149.88
43.154.131.189,43.154.131.189,443,2.45,HK,HKG,142.19,160.94
176.98.181.71,176.98.181.71,443,2.23,HK,HKG,170.21,230.3
165.154.20.213,165.154.20.213,443,2.1,HK,HKG,142.47,149.29
151.242.125.226,2a0e:97c0:7da:0:d4d3:a516:fad1:6c53,443,2.08,HK,HKG,141.32,145.56
143.20.204.5,143.20.204.5,443,1.95,HK,HKG,139.22,141.84
47.239.4.246,47.239.4.246,2053,1.93,HK,HKG,140.73,152.97
47.239.4.246,47.239.4.246,8443,1.7,HK,HKG,146.17,150.91
154.44.27.15,154.44.27.15,443,1.67,HK,HKG,139.58,145.68
74.119.193.221,74.119.193.221,443,1.49,HK,HKG,159.7,163.57
47.76.218.163,47.76.218.163,443,1.49,HK,HKG,139.31,152.43
47.239.189.60,47.239.189.60,443,1.39,HK,HKG,140.43,154.6
154.38.116.8,154.38.116.8,443,1.29,HK,HKG,157.28,163.14
156.230.12.71,202.46.34.74,443,1.0,HK,HKG,161.97,181.94
129.154.251.13,129.154.251.13,443,1.38,IN,BOM,211.15,217.21
45.89.105.211,45.89.105.211,443,1.33,IN,BOM,208.84,236.93
143.110.247.61,143.110.247.61,8443,1.33,IN,BLR,220.68,231.77
143.110.247.61,143.110.247.61,443,1.31,IN,BLR,221.53,232.5
143.110.247.61,143.110.247.61,2053,1.27,IN,BLR,221.08,240.12
143.110.247.61,143.110.247.61,2096,1.21,IN,BLR,220.22,234.75
172.236.187.52,172.236.187.52,443,1.11,IN,BOM,212.47,247.99
153.121.45.101,153.121.45.101,443,8.38,JP,NRT,101.03,109.64
43.170.8.95,43.175.16.77,443,6.9,JP,NRT,98.5,108.39
172.235.211.171,172.235.211.171,443,6.14,JP,KIX,106.58,126.27
161.33.190.243,161.33.190.243,443,5.21,JP,NRT,98.12,106.87
8.216.5.125,8.216.5.125,2083,5.0,JP,NRT,98.99,108.27
8.216.5.125,8.216.5.125,2087,4.65,JP,NRT,99.24,108.68
8.216.5.125,8.216.5.125,2053,4.43,JP,NRT,99.47,106.9
8.216.5.125,8.216.5.125,2096,4.35,JP,NRT,99.62,108.1
64.176.54.102,64.176.54.102,443,4.29,JP,KIX,107.38,115.97
172.104.97.39,172.104.97.39,443,3.76,JP,NRT,109.48,129.61
8.216.5.125,8.216.5.125,8443,3.02,JP,NRT,98.6,107.3
8.216.5.125,8.216.5.125,443,2.42,JP,NRT,99.32,107.35
149.28.21.106,149.28.21.106,443,2.08,JP,NRT,98.68,104.47
45.196.233.37,2602:fa4f:a30:3838:976c:76f6:ec2a:f781,443,1.98,JP,NRT,127.4,131.35
8.219.155.125,8.221.173.53,443,1.57,JP,NRT,163.43,242.26
89.125.244.207,89.125.244.207,443,1.53,JP,NRT,125.23,130.01
8.222.193.153,8.221.169.97,443,1.52,JP,NRT,166.73,248.68
8.222.185.236,8.221.173.55,443,1.45,JP,NRT,162.05,241.61
8.219.195.31,8.221.172.1,443,1.19,JP,NRT,164.13,243.2
123.111.169.70,123.111.169.70,2083,6.72,KR,ICN,123.15,134.46
129.154.50.159,2603:c024:f:42bb:103e:2ba7:f6bc:66f7,443,6.45,KR,ICN,126.2,149.59
123.111.169.70,123.111.169.70,8443,6.43,KR,ICN,123.27,136.72
193.123.232.91,2603:c022:800f:6d83:4a4:1527:6979:8db,443,6.29,KR,ICN,128.72,135.6
123.111.169.70,123.111.169.70,2096,5.94,KR,ICN,130.98,132.9
140.238.17.157,2603:c022:800d:d100::aaaa,443,5.66,KR,ICN,121.98,132.42
123.111.169.70,123.111.169.70,2087,5.48,KR,ICN,124.45,134.92
123.111.169.70,123.111.169.70,2053,5.35,KR,ICN,124.29,129.13
130.162.132.38,130.162.132.38,443,5.25,KR,ICN,119.53,125.91
130.162.130.105,130.162.130.105,443,5.13,KR,ICN,120.01,126.1
123.111.169.70,123.111.169.70,443,5.07,KR,ICN,126.66,131.68
146.56.188.74,146.56.188.74,443,4.54,KR,ICN,121.62,127.66
64.110.71.6,2603:c022:8001:7833:c0ce:af7c:2944:e9f9,443,3.93,KR,ICN,124.36,130.14
158.180.72.60,158.180.72.60,443,2.83,KR,ICN,123.23,129.24
43.200.87.5,2406:da12:faf:7b00:689e:fec4:89ba:1a38,443,2.76,KR,ICN,128.46,132.28
45.93.31.34,45.93.31.34,443,2.41,KR,ICN,122.59,128.05
161.118.151.101,2603:c022:8001:6c11:bf03:707a:ed83:fcb6,443,2.25,KR,ICN,121.49,126.23
144.24.73.232,144.24.73.232,443,2.0,KR,ICN,125.34,130.01
158.247.199.106,158.247.199.106,443,1.6,KR,ICN,121.03,129.35
119.205.235.58,119.205.235.58,443,1.06,KR,ICN,279.99,147.01
85.31.102.163,85.31.102.163,443,2.22,LV,RIX,180.85,221.91
31.57.158.134,31.57.158.134,443,2.12,LV,ARN,172.32,195.9
185.242.107.169,185.242.107.169,443,1.95,LV,RIX,190.12,199.63
31.128.32.98,31.128.32.98,443,1.72,LV,ARN,171.21,189.43
31.56.117.15,31.56.117.15,443,1.7,LV,ARN,181.04,203.35
194.58.34.139,194.58.34.139,443,1.53,LV,RIX,177.71,222.57
213.155.12.173,213.155.12.173,443,1.46,LV,WAW,188.15,207.7
77.73.71.196,77.73.71.196,443,1.41,LV,VNO,177.57,275.26
92.118.170.191,92.118.170.191,443,1.23,LV,RIX,210.38,178.06
103.231.73.153,103.231.73.153,443,1.16,LV,RIX,177.89,217.96
93.183.124.129,93.183.124.129,443,3.98,NL,AMS,173.67,193.55
82.115.5.199,82.115.5.199,443,3.91,NL,AMS,147.93,194.88
167.99.38.153,167.99.38.153,443,3.86,NL,AMS,158.97,175.15
43.170.17.114,43.174.105.238,443,3.84,NL,AMS,146.62,160.96
91.124.18.241,91.124.18.241,443,3.68,NL,AMS,146.21,152.35
103.97.88.133,103.97.88.133,443,3.66,NL,AMS,159.99,176.09
109.176.207.168,109.176.207.168,443,3.65,NL,AMS,147.24,177.54
89.110.83.224,89.110.83.224,443,3.65,NL,AMS,152.77,155.14
77.238.239.140,77.238.239.140,8443,3.55,NL,AMS,156.24,179.58
89.110.81.94,89.110.81.94,443,3.5,NL,AMS,155.04,163.83
212.34.134.37,212.34.134.37,443,3.3,NL,AMS,161.87,175.93
194.60.133.209,194.60.133.209,8443,3.28,NL,AMS,157.86,165.89
82.115.4.109,82.115.4.109,443,3.27,NL,AMS,156.75,182.77
103.97.88.133,103.97.88.133,8443,3.27,NL,AMS,159.27,231.0
185.245.105.178,185.245.105.178,443,3.26,NL,AMS,151.07,177.65
89.110.117.7,89.110.117.7,443,3.25,NL,AMS,221.81,197.15
50.7.177.238,50.7.177.238,443,3.19,NL,AMS,172.41,189.55
195.26.227.28,195.26.227.28,443,3.14,NL,AMS,152.57,160.67
185.157.214.38,185.157.214.38,443,3.13,NL,AMS,151.39,165.62
212.34.132.122,212.34.132.122,443,3.13,NL,AMS,153.89,171.52
194.87.82.149,194.87.82.149,443,3.12,NL,AMS,151.46,167.39
212.34.128.194,212.34.128.194,443,3.03,NL,AMS,153.37,162.87
143.47.183.211,143.47.183.211,443,3.03,NL,AMS,144.76,181.06
91.84.103.79,91.84.103.79,443,3.02,NL,AMS,145.91,155.98
83.138.53.100,83.138.53.100,443,2.98,NL,AMS,165.67,186.37
185.94.165.207,185.94.165.207,443,2.97,NL,AMS,146.22,180.58
82.115.7.17,82.115.7.17,443,2.94,NL,AMS,160.25,173.05
91.232.114.118,91.232.114.118,443,2.94,NL,AMS,146.72,153.74
77.238.239.140,77.238.239.140,443,2.91,NL,AMS,191.6,183.05
185.245.105.178,185.245.105.178,8443,2.9,NL,AMS,154.16,176.75
212.34.140.216,212.34.140.216,8443,2.88,NL,AMS,161.11,179.84
91.84.103.60,91.84.103.60,443,2.86,NL,AMS,150.19,177.4
91.84.120.249,91.84.120.249,443,2.85,NL,AMS,168.08,165.75
151.242.69.201,151.242.69.201,443,2.84,NL,AMS,165.72,186.19
23.94.220.207,23.94.220.207,443,2.84,NL,AMS,172.41,233.94
77.105.142.168,77.105.142.168,443,2.83,NL,AMS,158.36,185.87
146.103.113.158,146.103.113.158,443,2.81,NL,AMS,165.53,194.73
91.84.107.170,91.84.107.170,8443,2.8,NL,AMS,163.99,168.6
82.115.5.157,82.115.5.157,443,2.79,NL,AMS,143.85,168.42
91.84.99.166,91.84.99.166,443,2.78,NL,AMS,153.04,161.91
212.34.140.216,212.34.140.216,443,2.77,NL,AMS,151.05,169.02
94.142.137.72,94.142.137.72,443,2.75,NL,AMS,154.86,165.21
212.34.132.122,212.34.132.122,8443,2.75,NL,AMS,154.58,162.85
144.31.70.222,144.31.70.222,443,2.74,NL,FRA,167.48,208.83
195.26.227.28,195.26.227.28,8443,2.74,NL,AMS,147.96,155.63
146.103.122.49,146.103.122.49,443,2.74,NL,AMS,167.46,177.98
80.74.30.241,80.74.30.241,443,2.73,NL,AMS,157.81,166.77
77.238.248.43,77.238.248.43,443,2.72,NL,AMS,144.45,195.86
185.23.19.56,185.23.19.56,443,2.7,NL,AMS,158.29,171.62
212.34.134.37,212.34.134.37,8443,2.69,NL,AMS,187.36,213.1
195.78.49.24,195.78.49.24,443,2.64,NL,AMS,161.76,169.12
78.40.197.85,78.40.197.85,443,2.63,NL,AMS,162.75,171.69
178.173.254.43,178.173.254.43,443,2.63,NL,AMS,151.92,154.3
185.180.196.64,185.180.196.64,443,2.62,NL,AMS,152.53,168.03
88.210.9.6,88.210.9.6,8443,2.61,NL,AMS,160.42,193.71
185.233.184.77,185.233.184.77,443,2.61,NL,AMS,161.16,173.63
212.34.141.125,212.34.141.125,8443,2.61,NL,AMS,144.3,152.29
152.53.200.152,152.53.200.152,443,2.61,NL,AMS,162.84,184.42
164.92.217.96,164.92.217.96,443,2.6,NL,AMS,146.09,163.49
192.210.175.185,192.210.175.185,443,2.58,NL,AMS,176.11,187.16
2.27.169.6,2.27.169.6,443,2.56,NL,AMS,174.8,179.49
23.137.188.153,186.190.213.82,443,2.54,NL,DUS,147.6,166.35
77.73.132.242,77.73.132.242,443,2.53,NL,AMS,155.79,385.98
188.226.153.14,188.226.153.14,443,2.52,NL,AMS,151.7,307.58
43.250.54.107,43.250.54.107,443,2.52,NL,AMS,178.1,190.44
43.250.54.107,43.250.54.107,8443,2.51,NL,AMS,174.01,225.15
212.34.141.125,212.34.141.125,443,2.5,NL,AMS,161.67,171.49
45.133.118.153,45.133.118.153,443,2.5,NL,AMS,144.53,158.21
31.210.170.132,31.210.170.132,443,2.5,NL,AMS,151.67,162.42
31.15.19.199,31.15.19.199,443,2.48,NL,AMS,171.51,193.02
185.121.232.7,185.121.232.7,443,2.45,NL,AMS,157.8,167.62
194.58.39.80,194.58.39.80,443,2.44,NL,AMS,167.43,195.95
212.34.153.65,212.34.153.65,443,2.43,NL,AMS,152.12,183.35
77.238.232.228,77.238.232.228,443,2.42,NL,AMS,151.72,159.71
82.115.4.182,82.115.4.182,443,2.4,NL,AMS,155.05,166.8
185.185.41.34,185.185.41.34,443,2.4,NL,AMS,148.83,156.46
91.84.107.137,91.84.107.137,443,2.37,NL,AMS,156.39,168.16
185.103.255.245,185.103.255.245,443,2.37,NL,AMS,160.2,171.74
93.183.91.7,93.183.91.7,443,2.36,NL,AMS,152.48,157.56
147.45.173.149,147.45.173.149,443,2.34,NL,AMS,155.3,374.7
91.84.107.137,91.84.107.137,8443,2.33,NL,AMS,150.12,157.77
91.84.100.152,91.84.100.152,443,2.33,NL,AMS,160.08,161.05
77.238.238.133,77.238.238.133,443,2.33,NL,AMS,156.04,183.34
152.53.200.202,152.53.200.202,443,2.33,NL,AMS,220.01,225.14
91.84.99.166,91.84.99.166,8443,2.31,NL,AMS,161.51,168.58
152.53.200.164,152.53.200.164,8443,2.3,NL,AMS,167.6,247.89
2.58.14.96,2.58.14.96,443,2.3,NL,AMS,144.34,154.5
213.183.51.71,213.183.51.71,443,2.29,NL,AMS,143.04,147.39
91.84.103.60,91.84.103.60,8443,2.29,NL,AMS,188.77,179.08
178.173.252.197,178.173.252.197,443,2.29,NL,AMS,150.23,156.79
152.53.200.166,152.53.200.166,443,2.28,NL,AMS,167.63,176.42
212.34.128.194,212.34.128.194,8443,2.26,NL,AMS,152.11,166.18
89.110.73.241,89.110.73.241,443,2.26,NL,AMS,147.4,161.06
146.0.73.251,146.0.73.251,443,2.26,NL,AMS,150.6,159.59
185.157.214.38,185.157.214.38,8443,2.25,NL,AMS,156.99,171.31
161.35.247.7,161.35.247.7,443,2.24,NL,AMS,158.15,167.74
185.200.178.185,185.200.178.185,443,2.24,NL,AMS,153.5,168.95
43.250.54.97,43.250.54.97,8443,2.24,NL,AMS,153.98,159.54
5.101.84.63,5.101.84.63,443,2.23,NL,DUS,152.83,167.52
88.210.9.6,88.210.9.6,443,2.22,NL,AMS,162.83,184.64
91.84.97.196,91.84.97.196,443,2.22,NL,AMS,154.68,163.74
194.246.82.213,194.246.82.213,443,2.21,NL,AMS,156.41,192.94
2.26.110.123,2.26.110.123,443,2.21,NL,FRA,204.85,232.48
80.76.34.190,80.76.34.190,443,2.19,NL,AMS,152.17,161.34
152.53.200.202,152.53.200.202,8443,2.19,NL,AMS,185.56,221.42
103.102.228.113,103.102.228.113,443,2.18,NL,AMS,157.88,165.07
89.124.86.85,89.124.86.85,443,2.18,NL,AMS,181.52,270.47
91.84.101.164,91.84.101.164,8443,2.17,NL,AMS,150.63,160.52
89.150.59.208,89.150.59.208,443,2.17,NL,AMS,156.28,173.31
185.233.184.48,185.233.184.48,443,2.17,NL,AMS,152.35,170.47
138.124.79.11,138.124.79.11,443,2.17,NL,AMS,153.61,176.52
89.110.73.241,89.110.73.241,8443,2.17,NL,AMS,150.59,158.2
91.84.103.232,91.84.103.232,8443,2.17,NL,AMS,146.13,165.81
185.23.238.76,185.23.238.76,443,2.16,NL,AMS,168.14,210.38
104.248.95.127,178.128.136.175,443,2.16,NL,AMS,158.47,167.63
193.124.189.227,193.124.189.227,443,2.14,NL,AMS,144.44,343.73
77.238.232.228,77.238.232.228,8443,2.14,NL,AMS,151.39,159.11
77.238.238.133,77.238.238.133,8443,2.14,NL,AMS,155.37,192.97
212.118.39.237,212.118.39.237,443,2.14,NL,AMS,158.79,168.91
212.34.142.54,212.34.142.54,443,2.13,NL,AMS,150.98,161.64
194.156.66.171,194.156.66.171,443,2.13,NL,DUS,153.44,165.49
109.120.142.143,109.120.142.143,443,2.13,NL,AMS,157.39,171.25
91.84.101.164,91.84.101.164,443,2.12,NL,AMS,157.73,168.58
89.150.35.155,89.150.35.155,443,2.12,NL,AMS,159.62,155.6
91.84.103.79,91.84.103.79,8443,2.12,NL,AMS,150.07,174.12
89.125.99.200,89.125.99.200,443,2.11,NL,AMS,157.7,188.04
91.84.103.232,91.84.103.232,443,2.11,NL,AMS,152.94,158.98
2.26.110.123,2.26.110.123,8443,2.11,NL,FRA,179.68,228.94
152.53.200.18,152.53.200.18,443,2.1,NL,AMS,161.85,184.4
152.53.200.15,152.53.200.15,8443,2.09,NL,AMS,162.03,193.21
91.84.100.152,91.84.100.152,8443,2.09,NL,AMS,139.6,151.44
45.151.69.77,45.151.69.77,443,2.08,NL,AMS,150.62,158.24
91.84.104.172,91.84.104.172,443,2.08,NL,AMS,151.55,155.74
109.120.158.149,109.120.158.149,443,2.08,NL,AMS,160.75,173.84
152.53.200.241,152.53.200.241,8443,2.07,NL,AMS,165.09,179.29
185.121.232.7,185.121.232.7,8443,2.07,NL,AMS,161.55,169.24
109.120.142.219,109.120.142.219,443,2.06,NL,AMS,157.48,177.52
152.53.200.71,152.53.200.71,443,2.06,NL,AMS,160.62,179.17
23.138.44.3,67.220.80.230,443,2.06,NL,DUS,153.55,168.72
72.56.85.104,72.56.85.104,443,2.05,NL,AMS,146.81,304.56
152.53.200.152,152.53.200.152,8443,2.05,NL,AMS,166.6,228.93
147.45.225.134,147.45.225.134,443,2.04,NL,AMS,154.6,306.34
91.84.104.172,91.84.104.172,8443,2.03,NL,AMS,157.74,166.22
103.251.166.229,103.251.166.229,443,2.03,NL,AMS,159.24,168.23
152.53.200.78,152.53.200.78,8443,2.02,NL,AMS,173.41,186.83
164.92.150.167,164.92.150.167,443,2.01,NL,AMS,157.75,160.32
91.84.97.148,91.84.97.148,8443,2.01,NL,AMS,145.98,159.98
212.22.74.89,212.22.74.89,443,2.01,NL,AMS,157.98,187.56
62.60.244.97,2a01:e5c0:451f::2,443,2.01,NL,FRA,173.72,201.32
91.84.105.40,91.84.105.40,8443,2.01,NL,AMS,144.18,155.6
72.56.72.198,72.56.72.198,443,2.0,NL,AMS,157.31,378.59
91.84.103.45,91.84.103.45,443,2.0,NL,AMS,163.91,168.12
80.76.35.73,80.76.35.73,443,2.0,NL,AMS,149.5,160.09
138.124.67.58,138.124.67.58,443,1.99,NL,AMS,156.29,171.76
212.34.141.73,212.34.141.73,443,1.98,NL,AMS,157.56,168.24
176.119.141.113,176.119.141.113,443,1.98,NL,AMS,155.15,170.91
88.218.248.195,88.218.248.195,443,1.98,NL,AMS,151.35,166.45
95.179.140.212,95.179.140.212,443,1.97,NL,AMS,146.14,174.9
212.34.147.86,212.34.147.86,443,1.97,NL,AMS,156.42,164.12
152.53.200.126,152.53.200.126,443,1.96,NL,AMS,165.68,186.33
91.84.105.87,91.84.105.87,8443,1.96,NL,AMS,159.42,152.29
212.111.82.142,212.111.82.142,443,1.95,NL,AMS,139.67,149.03
91.84.105.87,91.84.105.87,443,1.94,NL,AMS,184.98,153.79
212.34.130.52,212.34.130.52,8443,1.92,NL,AMS,157.57,164.0
109.73.204.202,109.73.204.202,443,1.92,NL,AMS,164.19,331.74
109.104.153.94,109.104.153.94,443,1.92,NL,AMS,155.21,172.01
77.220.214.135,77.220.214.135,443,1.91,NL,AMS,151.16,163.08
31.59.185.57,31.59.185.57,443,1.89,NL,AMS,151.12,190.93
178.62.242.239,178.62.242.239,443,1.89,NL,AMS,159.07,166.92
5.180.181.166,5.180.181.166,443,1.88,NL,AMS,154.67,175.82
152.53.200.126,152.53.200.126,8443,1.88,NL,AMS,165.31,184.4
91.84.97.196,91.84.97.196,8443,1.88,NL,AMS,160.56,168.55
31.222.229.52,31.222.229.52,443,1.87,NL,AMS,154.92,164.84
152.53.200.69,152.53.200.69,443,1.87,NL,AMS,162.78,175.45
152.53.200.69,152.53.200.69,8443,1.87,NL,AMS,162.74,174.74
91.84.97.148,91.84.97.148,443,1.86,NL,AMS,154.26,162.76
45.154.35.142,45.154.35.142,443,1.86,NL,AMS,153.74,177.62
152.53.200.200,152.53.200.200,443,1.86,NL,AMS,164.41,189.54
38.180.160.199,38.180.160.199,8443,1.86,NL,AMS,200.8,253.84
158.101.214.54,158.101.214.54,443,1.86,NL,AMS,151.84,160.76
194.60.133.209,194.60.133.209,443,1.85,NL,AMS,161.86,170.04
152.53.200.78,152.53.200.78,443,1.85,NL,AMS,170.43,182.45
89.124.77.146,89.124.77.146,443,1.85,NL,AMS,158.31,165.94
152.53.200.164,152.53.200.164,443,1.85,NL,AMS,176.3,203.5
193.233.16.39,193.233.16.39,443,1.84,NL,FRA,164.65,186.67
144.31.24.77,144.31.24.77,443,1.84,NL,AMS,157.56,175.24
144.124.238.212,144.124.238.212,443,1.83,NL,AMS,174.07,207.47
152.53.105.182,152.53.105.182,443,1.83,NL,AMS,159.87,178.22
178.130.46.58,178.130.46.58,443,1.83,NL,AMS,160.41,177.06
91.84.105.40,91.84.105.40,443,1.82,NL,AMS,162.04,197.33
212.34.130.52,212.34.130.52,443,1.81,NL,AMS,150.65,158.1
67.220.80.6,67.220.80.6,443,1.81,NL,DUS,149.46,164.3
212.111.89.16,212.111.89.16,443,1.81,NL,AMS,159.28,167.81
134.209.136.197,64.225.77.36,443,1.81,NL,AMS,158.91,162.83
152.53.200.225,152.53.200.225,8443,1.81,NL,AMS,172.78,252.94
23.137.188.84,186.190.213.5,443,1.8,NL,DUS,147.64,163.76
152.53.200.115,152.53.200.115,8443,1.8,NL,AMS,162.85,195.25
147.45.45.136,147.45.45.136,443,1.8,NL,FRA,167.04,182.69
141.227.130.76,141.227.130.76,443,1.8,NL,AMS,160.39,177.02
186.190.213.5,186.190.213.5,443,1.79,NL,DUS,153.13,158.69
91.84.99.217,91.84.99.217,443,1.79,NL,AMS,149.71,164.96
2.27.169.140,2.27.169.140,443,1.78,NL,AMS,162.36,169.37
152.53.200.15,152.53.200.15,443,1.77,NL,AMS,173.25,191.76
163.5.207.235,163.5.207.235,443,1.76,NL,AMS,157.92,200.2
91.84.107.170,91.84.107.170,443,1.76,NL,AMS,156.68,164.7
185.167.96.18,185.167.96.18,443,1.76,NL,AMS,154.69,161.91
146.190.236.144,146.190.236.144,443,1.75,NL,AMS,153.73,160.49
212.34.142.54,212.34.142.54,8443,1.75,NL,AMS,157.67,167.49
212.118.37.83,212.118.37.83,443,1.74,NL,AMS,182.33,188.98
91.84.103.191,91.84.103.191,443,1.74,NL,AMS,156.45,165.48
212.7.207.4,212.7.207.4,443,1.74,NL,FRA,150.58,165.44
82.115.6.21,82.115.6.21,443,1.74,NL,AMS,145.64,155.51
2.27.169.216,2.27.169.216,443,1.73,NL,AMS,156.42,160.38
2.26.110.36,2.26.110.36,443,1.73,NL,FRA,174.66,202.96
152.53.200.241,152.53.200.241,443,1.72,NL,AMS,160.31,179.21
91.84.103.45,91.84.103.45,8443,1.72,NL,AMS,157.95,164.48
222.167.217.115,222.167.217.115,443,1.72,NL,AMS,160.57,170.3
109.120.158.192,109.120.158.192,443,1.71,NL,AMS,162.44,172.01
194.164.35.86,194.164.35.86,443,1.71,NL,AMS,156.48,164.24
152.53.200.163,152.53.200.163,8443,1.7,NL,AMS,166.0,176.65
5.45.70.203,5.45.70.203,443,1.69,NL,AMS,157.73,178.3
144.124.228.213,144.124.228.213,8443,1.69,NL,AMS,178.25,183.4
